,judge_id,project_id,prize_name,category_name,score
56,6,2,Most Aesthetic Hack,Design,4.0
57,6,2,Most Aesthetic Hack,Execution,4.0
58,6,1,Most Aesthetic Hack,Design,4.0
59,6,1,Most Aesthetic Hack,Execution,4.0
60,6,32,Most Aesthetic Hack,Design,5.0
61,6,32,Most Aesthetic Hack,Execution,5.0
62,6,8,Most Aesthetic Hack,Design,
63,6,8,Most Aesthetic Hack,Execution,
64,2,29,Most Aesthetic Hack,Design,6.5
65,2,29,Most Aesthetic Hack,Execution,6.5
66,2,26,Most Aesthetic Hack,Design,
67,2,26,Most Aesthetic Hack,Execution,
68,2,24,Most Aesthetic Hack,Design,9.0
69,2,24,Most Aesthetic Hack,Execution,9.0
70,2,23,Most Aesthetic Hack,Design,
71,2,23,Most Aesthetic Hack,Execution,
72,2,22,Most Aesthetic Hack,Design,9.0
73,2,22,Most Aesthetic Hack,Execution,9.0
74,2,20,Most Aesthetic Hack,Design,8.5
75,2,20,Most Aesthetic Hack,Execution,8.5
76,2,18,Most Aesthetic Hack,Design,8.0
77,2,18,Most Aesthetic Hack,Execution,8.0
78,2,16,Most Aesthetic Hack,Design,7.0
79,2,16,Most Aesthetic Hack,Execution,7.0
80,2,15,Most Aesthetic Hack,Design,
81,2,15,Most Aesthetic Hack,Execution,
82,2,10,Most Aesthetic Hack,Design,7.5
83,2,10,Most Aesthetic Hack,Execution,7.5
84,2,6,Most Aesthetic Hack,Design,6.5
85,2,6,Most Aesthetic Hack,Execution,6.5
86,2,3,Most Aesthetic Hack,Design,7.0
87,2,3,Most Aesthetic Hack,Execution,7.0
88,2,2,Most Aesthetic Hack,Design,8.5
89,2,2,Most Aesthetic Hack,Execution,8.5
90,2,1,Most Aesthetic Hack,Design,8.0
91,2,1,Most Aesthetic Hack,Execution,8.0
92,2,32,Most Aesthetic Hack,Design,7.5
93,2,32,Most Aesthetic Hack,Execution,7.5
94,2,8,Most Aesthetic Hack,Design,5.5
95,2,8,Most Aesthetic Hack,Execution,5.5
96,33,32,Best Beginner Hack,Creativity,6.0
97,33,32,Best Beginner Hack,Practicality,6.0
98,33,32,Best Beginner Hack,Polish,6.0
99,33,32,Best Beginner Hack,Technical Depth,6.0
100,33,29,Best Beginner Hack,Creativity,5.0
101,33,29,Best Beginner Hack,Practicality,5.0
102,33,29,Best Beginner Hack,Polish,5.0
103,33,29,Best Beginner Hack,Technical Depth,5.0
104,33,25,Best Beginner Hack,Creativity,4.25
105,33,25,Best Beginner Hack,Practicality,4.25
106,33,25,Best Beginner Hack,Polish,4.25
107,33,25,Best Beginner Hack,Technical Depth,4.25
108,33,24,Best Beginner Hack,Creativity,7.0
109,33,24,Best Beginner Hack,Practicality,7.0
110,33,24,Best Beginner Hack,Polish,7.0
111,33,24,Best Beginner Hack,Technical Depth,7.0
112,33,22,Best Beginner Hack,Creativity,6.5
113,33,22,Best Beginner Hack,Practicality,6.5
114,33,22,Best Beginner Hack,Polish,6.5
115,33,22,Best Beginner Hack,Technical Depth,6.5
116,33,10,Best Beginner Hack,Creativity,5.5
117,33,10,Best Beginner Hack,Practicality,5.5
118,33,10,Best Beginner Hack,Polish,5.5
119,33,10,Best Beginner Hack,Technical Depth,5.5
120,18,32,Best Beginner Hack,Creativity,8.25
121,18,32,Best Beginner Hack,Practicality,8.25
122,18,32,Best Beginner Hack,Polish,8.25
123,18,32,Best Beginner Hack,Technical Depth,8.25
124,18,29,Best Beginner Hack,Creativity,9.0
125,18,29,Best Beginner Hack,Practicality,9.0
126,18,29,Best Beginner Hack,Polish,9.0
127,18,29,Best Beginner Hack,Technical Depth,9.0
128,18,25,Best Beginner Hack,Creativity,5.0
129,18,25,Best Beginner Hack,Practicality,5.0
130,18,25,Best Beginner Hack,Polish,5.0
131,18,25,Best Beginner Hack,Technical Depth,5.0
132,18,24,Best Beginner Hack,Creativity,8.75
133,18,24,Best Beginner Hack,Practicality,8.75
134,18,24,Best Beginner Hack,Polish,8.75
135,18,24,Best Beginner Hack,Technical Depth,8.75
136,18,22,Best Beginner Hack,Creativity,9.0
137,18,22,Best Beginner Hack,Practicality,9.0
138,18,22,Best Beginner Hack,Polish,9.0
139,18,22,Best Beginner Hack,Technical Depth,9.0
140,18,10,Best Beginner Hack,Creativity,9.0
141,18,10,Best Beginner Hack,Practicality,9.0
142,18,10,Best Beginner Hack,Polish,9.0
143,18,10,Best Beginner Hack,Technical Depth,9.0
144,3,29,Civic Track,Creativity,6.0
145,3,29,Civic Track,Practicality,6.0
146,3,29,Civic Track,Polish,6.0
147,3,29,Civic Track,Technical Depth,6.0
148,3,27,Civic Track,Creativity,3.25
149,3,27,Civic Track,Practicality,3.25
150,3,27,Civic Track,Polish,3.25
151,3,27,Civic Track,Technical Depth,3.25
152,3,25,Civic Track,Creativity,2.25
153,3,25,Civic Track,Practicality,2.25
154,3,25,Civic Track,Polish,2.25
155,3,25,Civic Track,Technical Depth,2.25
156,3,24,Civic Track,Creativity,4.0
157,3,24,Civic Track,Practicality,4.0
158,3,24,Civic Track,Polish,4.0
159,3,24,Civic Track,Technical Depth,4.0
160,3,18,Civic Track,Creativity,5.5
161,3,18,Civic Track,Practicality,5.5
162,3,18,Civic Track,Polish,5.5
163,3,18,Civic Track,Technical Depth,5.5
164,3,17,Civic Track,Creativity,4.0
165,3,17,Civic Track,Practicality,4.0
166,3,17,Civic Track,Polish,4.0
167,3,17,Civic Track,Technical Depth,4.0
168,3,7,Civic Track,Creativity,3.25
169,3,7,Civic Track,Practicality,3.25
170,3,7,Civic Track,Polish,3.25
171,3,7,Civic Track,Technical Depth,3.25
172,3,6,Civic Track,Creativity,6.0
173,3,6,Civic Track,Practicality,6.0
174,3,6,Civic Track,Polish,6.0
175,3,6,Civic Track,Technical Depth,6.0
176,3,32,Civic Track,Creativity,5.0
177,3,32,Civic Track,Practicality,5.0
178,3,32,Civic Track,Polish,5.0
179,3,32,Civic Track,Technical Depth,5.0
180,10,29,Civic Track,Creativity,7.0
181,10,29,Civic Track,Practicality,7.0
182,10,29,Civic Track,Polish,7.0
183,10,29,Civic Track,Technical Depth,7.0
184,10,27,Civic Track,Creativity,5.5
185,10,27,Civic Track,Practicality,5.5
186,10,27,Civic Track,Polish,5.5
187,10,27,Civic Track,Technical Depth,5.5
188,10,25,Civic Track,Creativity,4.5
189,10,25,Civic Track,Practicality,4.5
190,10,25,Civic Track,Polish,4.5
191,10,25,Civic Track,Technical Depth,4.5
192,10,24,Civic Track,Creativity,6.25
193,10,24,Civic Track,Practicality,6.25
194,10,24,Civic Track,Polish,6.25
195,10,24,Civic Track,Technical Depth,6.25
196,10,18,Civic Track,Creativity,7.75
197,10,18,Civic Track,Practicality,7.75
198,10,18,Civic Track,Polish,7.75
199,10,18,Civic Track,Technical Depth,7.75
200,10,17,Civic Track,Creativity,6.0
201,10,17,Civic Track,Practicality,6.0
202,10,17,Civic Track,Polish,6.0
203,10,17,Civic Track,Technical Depth,6.0
204,10,7,Civic Track,Creativity,6.25
205,10,7,Civic Track,Practicality,6.25
206,10,7,Civic Track,Polish,6.25
207,10,7,Civic Track,Technical Depth,6.25
208,10,6,Civic Track,Creativity,7.75
209,10,6,Civic Track,Practicality,7.75
210,10,6,Civic Track,Polish,7.75
211,10,6,Civic Track,Technical Depth,7.75
212,10,32,Civic Track,Creativity,8.75
213,10,32,Civic Track,Practicality,8.75
214,10,32,Civic Track,Polish,8.75
215,10,32,Civic Track,Technical Depth,8.75
216,15,29,Civic Track,Creativity,8.0
217,15,29,Civic Track,Practicality,8.0
218,15,29,Civic Track,Polish,8.0
219,15,29,Civic Track,Technical Depth,8.0
220,15,27,Civic Track,Creativity,6.5
221,15,27,Civic Track,Practicality,6.5
222,15,27,Civic Track,Polish,6.5
223,15,27,Civic Track,Technical Depth,6.5
224,15,25,Civic Track,Creativity,6.5
225,15,25,Civic Track,Practicality,6.5
226,15,25,Civic Track,Polish,6.5
227,15,25,Civic Track,Technical Depth,6.5
228,15,24,Civic Track,Creativity,5.0
229,15,24,Civic Track,Practicality,5.0
230,15,24,Civic Track,Polish,5.0
231,15,24,Civic Track,Technical Depth,5.0
232,15,18,Civic Track,Creativity,7.5
233,15,18,Civic Track,Practicality,7.5
234,15,18,Civic Track,Polish,7.5
235,15,18,Civic Track,Technical Depth,7.5
236,15,17,Civic Track,Creativity,7.25
237,15,17,Civic Track,Practicality,7.25
238,15,17,Civic Track,Polish,7.25
239,15,17,Civic Track,Technical Depth,7.25
240,15,7,Civic Track,Creativity,6.25
241,15,7,Civic Track,Practicality,6.25
242,15,7,Civic Track,Polish,6.25
243,15,7,Civic Track,Technical Depth,6.25
244,15,6,Civic Track,Creativity,8.25
245,15,6,Civic Track,Practicality,8.25
246,15,6,Civic Track,Polish,8.25
247,15,6,Civic Track,Technical Depth,8.25
248,15,32,Civic Track,Creativity,7.5
249,15,32,Civic Track,Practicality,7.5
250,15,32,Civic Track,Polish,7.5
251,15,32,Civic Track,Technical Depth,7.5
252,28,29,Civic Track,Creativity,8.5
253,28,29,Civic Track,Practicality,8.5
254,28,29,Civic Track,Polish,8.5
255,28,29,Civic Track,Technical Depth,8.5
256,28,27,Civic Track,Creativity,8.75
257,28,27,Civic Track,Practicality,8.75
258,28,27,Civic Track,Polish,8.75
259,28,27,Civic Track,Technical Depth,8.75
260,28,25,Civic Track,Creativity,4.75
261,28,25,Civic Track,Practicality,4.75
262,28,25,Civic Track,Polish,4.75
263,28,25,Civic Track,Technical Depth,4.75
264,28,24,Civic Track,Creativity,7.25
265,28,24,Civic Track,Practicality,7.25
266,28,24,Civic Track,Polish,7.25
267,28,24,Civic Track,Technical Depth,7.25
268,28,18,Civic Track,Creativity,7.5
269,28,18,Civic Track,Practicality,7.5
270,28,18,Civic Track,Polish,7.5
271,28,18,Civic Track,Technical Depth,7.5
272,28,17,Civic Track,Creativity,6.75
273,28,17,Civic Track,Practicality,6.75
274,28,17,Civic Track,Polish,6.75
275,28,17,Civic Track,Technical Depth,6.75
276,28,7,Civic Track,Creativity,7.0
277,28,7,Civic Track,Practicality,7.0
278,28,7,Civic Track,Polish,7.0
279,28,7,Civic Track,Technical Depth,7.0
280,28,6,Civic Track,Creativity,8.0
281,28,6,Civic Track,Practicality,8.0
282,28,6,Civic Track,Polish,8.0
283,28,6,Civic Track,Technical Depth,8.0
284,28,32,Civic Track,Creativity,8.25
285,28,32,Civic Track,Practicality,8.25
286,28,32,Civic Track,Polish,8.25
287,28,32,Civic Track,Technical Depth,8.25
288,35,29,Civic Track,Creativity,8.25
289,35,29,Civic Track,Practicality,8.25
290,35,29,Civic Track,Polish,8.25
291,35,29,Civic Track,Technical Depth,8.25
292,35,27,Civic Track,Creativity,7.25
293,35,27,Civic Track,Practicality,7.25
294,35,27,Civic Track,Polish,7.25
295,35,27,Civic Track,Technical Depth,7.25
296,35,25,Civic Track,Creativity,4.25
297,35,25,Civic Track,Practicality,4.25
298,35,25,Civic Track,Polish,4.25
299,35,25,Civic Track,Technical Depth,4.25
300,35,24,Civic Track,Creativity,6.0
301,35,24,Civic Track,Practicality,6.0
302,35,24,Civic Track,Polish,6.0
303,35,24,Civic Track,Technical Depth,6.0
304,35,18,Civic Track,Creativity,10.0
305,35,18,Civic Track,Practicality,10.0
306,35,18,Civic Track,Polish,10.0
307,35,18,Civic Track,Technical Depth,10.0
308,35,17,Civic Track,Creativity,6.0
309,35,17,Civic Track,Practicality,6.0
310,35,17,Civic Track,Polish,6.0
311,35,17,Civic Track,Technical Depth,6.0
312,35,7,Civic Track,Creativity,5.0
313,35,7,Civic Track,Practicality,5.0
314,35,7,Civic Track,Polish,5.0
315,35,7,Civic Track,Technical Depth,5.0
316,35,6,Civic Track,Creativity,7.5
317,35,6,Civic Track,Practicality,7.5
318,35,6,Civic Track,Polish,7.5
319,35,6,Civic Track,Technical Depth,7.5
320,35,32,Civic Track,Creativity,7.25
321,35,32,Civic Track,Practicality,7.25
322,35,32,Civic Track,Polish,7.25
323,35,32,Civic Track,Technical Depth,7.25
324,41,29,Civic Track,Creativity,5.0
325,41,29,Civic Track,Practicality,5.0
326,41,29,Civic Track,Polish,5.0
327,41,29,Civic Track,Technical Depth,5.0
328,41,27,Civic Track,Creativity,4.25
329,41,27,Civic Track,Practicality,4.25
330,41,27,Civic Track,Polish,4.25
331,41,27,Civic Track,Technical Depth,4.25
332,41,25,Civic Track,Creativity,3.75
333,41,25,Civic Track,Practicality,3.75
334,41,25,Civic Track,Polish,3.75
335,41,25,Civic Track,Technical Depth,3.75
336,41,24,Civic Track,Creativity,5.25
337,41,24,Civic Track,Practicality,5.25
338,41,24,Civic Track,Polish,5.25
339,41,24,Civic Track,Technical Depth,5.25
340,41,18,Civic Track,Creativity,6.75
341,41,18,Civic Track,Practicality,6.75
342,41,18,Civic Track,Polish,6.75
343,41,18,Civic Track,Technical Depth,6.75
344,41,17,Civic Track,Creativity,4.25
345,41,17,Civic Track,Practicality,4.25
346,41,17,Civic Track,Polish,4.25
347,41,17,Civic Track,Technical Depth,4.25
348,41,7,Civic Track,Creativity,3.75
349,41,7,Civic Track,Practicality,3.75
350,41,7,Civic Track,Polish,3.75
351,41,7,Civic Track,Technical Depth,3.75
352,41,6,Civic Track,Creativity,5.5
353,41,6,Civic Track,Practicality,5.5
354,41,6,Civic Track,Polish,5.5
355,41,6,Civic Track,Technical Depth,5.5
356,41,32,Civic Track,Creativity,5.25
357,41,32,Civic Track,Practicality,5.25
358,41,32,Civic Track,Polish,5.25
359,41,32,Civic Track,Technical Depth,5.25
360,43,29,Civic Track,Creativity,6.0
361,43,29,Civic Track,Practicality,6.0
362,43,29,Civic Track,Polish,6.0
363,43,29,Civic Track,Technical Depth,6.0
364,43,27,Civic Track,Creativity,4.0
365,43,27,Civic Track,Practicality,4.0
366,43,27,Civic Track,Polish,4.0
367,43,27,Civic Track,Technical Depth,4.0
368,43,25,Civic Track,Creativity,2.25
369,43,25,Civic Track,Practicality,2.25
370,43,25,Civic Track,Polish,2.25
371,43,25,Civic Track,Technical Depth,2.25
372,43,24,Civic Track,Creativity,4.75
373,43,24,Civic Track,Practicality,4.75
374,43,24,Civic Track,Polish,4.75
375,43,24,Civic Track,Technical Depth,4.75
376,43,18,Civic Track,Creativity,6.25
377,43,18,Civic Track,Practicality,6.25
378,43,18,Civic Track,Polish,6.25
379,43,18,Civic Track,Technical Depth,6.25
380,43,17,Civic Track,Creativity,2.0
381,43,17,Civic Track,Practicality,2.0
382,43,17,Civic Track,Polish,2.0
383,43,17,Civic Track,Technical Depth,2.0
384,43,7,Civic Track,Creativity,3.25
385,43,7,Civic Track,Practicality,3.25
386,43,7,Civic Track,Polish,3.25
387,43,7,Civic Track,Technical Depth,3.25
388,43,6,Civic Track,Creativity,8.25
389,43,6,Civic Track,Practicality,8.25
390,43,6,Civic Track,Polish,8.25
391,43,6,Civic Track,Technical Depth,8.25
392,43,32,Civic Track,Creativity,6.0
393,43,32,Civic Track,Practicality,6.0
394,43,32,Civic Track,Polish,6.0
395,43,32,Civic Track,Technical Depth,6.0
396,32,29,Civic Track,Creativity,8.0
397,32,29,Civic Track,Practicality,8.0
398,32,29,Civic Track,Polish,8.0
399,32,29,Civic Track,Technical Depth,8.0
400,32,27,Civic Track,Creativity,
401,32,27,Civic Track,Practicality,
402,32,27,Civic Track,Polish,
403,32,27,Civic Track,Technical Depth,
404,32,25,Civic Track,Creativity,
405,32,25,Civic Track,Practicality,
406,32,25,Civic Track,Polish,
407,32,25,Civic Track,Technical Depth,
408,32,24,Civic Track,Creativity,7.0
409,32,24,Civic Track,Practicality,7.0
410,32,24,Civic Track,Polish,7.0
411,32,24,Civic Track,Technical Depth,7.0
412,32,18,Civic Track,Creativity,
413,32,18,Civic Track,Practicality,
414,32,18,Civic Track,Polish,
415,32,18,Civic Track,Technical Depth,
416,32,17,Civic Track,Creativity,
417,32,17,Civic Track,Practicality,
418,32,17,Civic Track,Polish,
419,32,17,Civic Track,Technical Depth,
420,32,7,Civic Track,Creativity,6.5
421,32,7,Civic Track,Practicality,6.5
422,32,7,Civic Track,Polish,6.5
423,32,7,Civic Track,Technical Depth,6.5
424,32,6,Civic Track,Creativity,8.25
425,32,6,Civic Track,Practicality,8.25
426,32,6,Civic Track,Polish,8.25
427,32,6,Civic Track,Technical Depth,8.25
428,32,32,Civic Track,Creativity,7.5
429,32,32,Civic Track,Practicality,7.5
430,32,32,Civic Track,Polish,7.5
431,32,32,Civic Track,Technical Depth,7.5
432,15,27,Fintech Track,Creativity,1.75
433,15,27,Fintech Track,Practicality,1.75
434,15,27,Fintech Track,Polish,1.75
435,15,27,Fintech Track,Technical Depth,1.75
436,15,25,Fintech Track,Creativity,2.25
437,15,25,Fintech Track,Practicality,2.25
438,15,25,Fintech Track,Polish,2.25
439,15,25,Fintech Track,Technical Depth,2.25
440,15,19,Fintech Track,Creativity,2.0
441,15,19,Fintech Track,Practicality,2.0
442,15,19,Fintech Track,Polish,2.0
443,15,19,Fintech Track,Technical Depth,2.0
444,15,18,Fintech Track,Creativity,2.5
445,15,18,Fintech Track,Practicality,2.5
446,15,18,Fintech Track,Polish,2.5
447,15,18,Fintech Track,Technical Depth,2.5
448,15,17,Fintech Track,Creativity,4.0
449,15,17,Fintech Track,Practicality,4.0
450,15,17,Fintech Track,Polish,4.0
451,15,17,Fintech Track,Technical Depth,4.0
452,15,15,Fintech Track,Creativity,5.75
453,15,15,Fintech Track,Practicality,5.75
454,15,15,Fintech Track,Polish,5.75
455,15,15,Fintech Track,Technical Depth,5.75
456,15,12,Fintech Track,Creativity,5.0
457,15,12,Fintech Track,Practicality,5.0
458,15,12,Fintech Track,Polish,5.0
459,15,12,Fintech Track,Technical Depth,5.0
460,15,4,Fintech Track,Creativity,6.25
461,15,4,Fintech Track,Practicality,6.25
462,15,4,Fintech Track,Polish,6.25
463,15,4,Fintech Track,Technical Depth,6.25
464,15,3,Fintech Track,Creativity,5.75
465,15,3,Fintech Track,Practicality,5.75
466,15,3,Fintech Track,Polish,5.75
467,15,3,Fintech Track,Technical Depth,5.75
468,10,27,Fintech Track,Creativity,7.0
469,10,27,Fintech Track,Practicality,7.0
470,10,27,Fintech Track,Polish,7.0
471,10,27,Fintech Track,Technical Depth,7.0
472,10,25,Fintech Track,Creativity,4.0
473,10,25,Fintech Track,Practicality,4.0
474,10,25,Fintech Track,Polish,4.0
475,10,25,Fintech Track,Technical Depth,4.0
476,10,19,Fintech Track,Creativity,5.0
477,10,19,Fintech Track,Practicality,5.0
478,10,19,Fintech Track,Polish,5.0
479,10,19,Fintech Track,Technical Depth,5.0
480,10,18,Fintech Track,Creativity,6.0
481,10,18,Fintech Track,Practicality,6.0
482,10,18,Fintech Track,Polish,6.0
483,10,18,Fintech Track,Technical Depth,6.0
484,10,17,Fintech Track,Creativity,4.0
485,10,17,Fintech Track,Practicality,4.0
486,10,17,Fintech Track,Polish,4.0
487,10,17,Fintech Track,Technical Depth,4.0
488,10,15,Fintech Track,Creativity,6.5
489,10,15,Fintech Track,Practicality,6.5
490,10,15,Fintech Track,Polish,6.5
491,10,15,Fintech Track,Technical Depth,6.5
492,10,12,Fintech Track,Creativity,6.75
493,10,12,Fintech Track,Practicality,6.75
494,10,12,Fintech Track,Polish,6.75
495,10,12,Fintech Track,Technical Depth,6.75
496,10,4,Fintech Track,Creativity,6.0
497,10,4,Fintech Track,Practicality,6.0
498,10,4,Fintech Track,Polish,6.0
499,10,4,Fintech Track,Technical Depth,6.0
500,10,3,Fintech Track,Creativity,5.75
501,10,3,Fintech Track,Practicality,5.75
502,10,3,Fintech Track,Polish,5.75
503,10,3,Fintech Track,Technical Depth,5.75
504,43,27,Fintech Track,Creativity,6.25
505,43,27,Fintech Track,Practicality,6.25
506,43,27,Fintech Track,Polish,6.25
507,43,27,Fintech Track,Technical Depth,6.25
508,43,25,Fintech Track,Creativity,6.25
509,43,25,Fintech Track,Practicality,6.25
510,43,25,Fintech Track,Polish,6.25
511,43,25,Fintech Track,Technical Depth,6.25
512,43,19,Fintech Track,Creativity,5.75
513,43,19,Fintech Track,Practicality,5.75
514,43,19,Fintech Track,Polish,5.75
515,43,19,Fintech Track,Technical Depth,5.75
516,43,18,Fintech Track,Creativity,7.0
517,43,18,Fintech Track,Practicality,7.0
518,43,18,Fintech Track,Polish,7.0
519,43,18,Fintech Track,Technical Depth,7.0
520,43,17,Fintech Track,Creativity,6.25
521,43,17,Fintech Track,Practicality,6.25
522,43,17,Fintech Track,Polish,6.25
523,43,17,Fintech Track,Technical Depth,6.25
524,43,15,Fintech Track,Creativity,7.25
525,43,15,Fintech Track,Practicality,7.25
526,43,15,Fintech Track,Polish,7.25
527,43,15,Fintech Track,Technical Depth,7.25
528,43,12,Fintech Track,Creativity,7.0
529,43,12,Fintech Track,Practicality,7.0
530,43,12,Fintech Track,Polish,7.0
531,43,12,Fintech Track,Technical Depth,7.0
532,43,4,Fintech Track,Creativity,7.75
533,43,4,Fintech Track,Practicality,7.75
534,43,4,Fintech Track,Polish,7.75
535,43,4,Fintech Track,Technical Depth,7.75
536,43,3,Fintech Track,Creativity,7.0
537,43,3,Fintech Track,Practicality,7.0
538,43,3,Fintech Track,Polish,7.0
539,43,3,Fintech Track,Technical Depth,7.0
540,55,27,Fintech Track,Creativity,4.25
541,55,27,Fintech Track,Practicality,4.25
542,55,27,Fintech Track,Polish,4.25
543,55,27,Fintech Track,Technical Depth,4.25
544,55,25,Fintech Track,Creativity,3.75
545,55,25,Fintech Track,Practicality,3.75
546,55,25,Fintech Track,Polish,3.75
547,55,25,Fintech Track,Technical Depth,3.75
548,55,19,Fintech Track,Creativity,5.0
549,55,19,Fintech Track,Practicality,5.0
550,55,19,Fintech Track,Polish,5.0
551,55,19,Fintech Track,Technical Depth,5.0
552,55,18,Fintech Track,Creativity,6.75
553,55,18,Fintech Track,Practicality,6.75
554,55,18,Fintech Track,Polish,6.75
555,55,18,Fintech Track,Technical Depth,6.75
556,55,17,Fintech Track,Creativity,4.25
557,55,17,Fintech Track,Practicality,4.25
558,55,17,Fintech Track,Polish,4.25
559,55,17,Fintech Track,Technical Depth,4.25
560,55,15,Fintech Track,Creativity,6.0
561,55,15,Fintech Track,Practicality,6.0
562,55,15,Fintech Track,Polish,6.0
563,55,15,Fintech Track,Technical Depth,6.0
564,55,12,Fintech Track,Creativity,5.75
565,55,12,Fintech Track,Practicality,5.75
566,55,12,Fintech Track,Polish,5.75
567,55,12,Fintech Track,Technical Depth,5.75
568,55,4,Fintech Track,Creativity,7.25
569,55,4,Fintech Track,Practicality,7.25
570,55,4,Fintech Track,Polish,7.25
571,55,4,Fintech Track,Technical Depth,7.25
572,55,3,Fintech Track,Creativity,5.5
573,55,3,Fintech Track,Practicality,5.5
574,55,3,Fintech Track,Polish,5.5
575,55,3,Fintech Track,Technical Depth,5.5
576,56,27,Fintech Track,Creativity,5.0
577,56,27,Fintech Track,Practicality,5.0
578,56,27,Fintech Track,Polish,5.0
579,56,27,Fintech Track,Technical Depth,5.0
580,56,25,Fintech Track,Creativity,4.5
581,56,25,Fintech Track,Practicality,4.5
582,56,25,Fintech Track,Polish,4.5
583,56,25,Fintech Track,Technical Depth,4.5
584,56,19,Fintech Track,Creativity,5.25
585,56,19,Fintech Track,Practicality,5.25
586,56,19,Fintech Track,Polish,5.25
587,56,19,Fintech Track,Technical Depth,5.25
588,56,18,Fintech Track,Creativity,7.5
589,56,18,Fintech Track,Practicality,7.5
590,56,18,Fintech Track,Polish,7.5
591,56,18,Fintech Track,Technical Depth,7.5
592,56,17,Fintech Track,Creativity,6.5
593,56,17,Fintech Track,Practicality,6.5
594,56,17,Fintech Track,Polish,6.5
595,56,17,Fintech Track,Technical Depth,6.5
596,56,15,Fintech Track,Creativity,6.25
597,56,15,Fintech Track,Practicality,6.25
598,56,15,Fintech Track,Polish,6.25
599,56,15,Fintech Track,Technical Depth,6.25
600,56,12,Fintech Track,Creativity,7.75
601,56,12,Fintech Track,Practicality,7.75
602,56,12,Fintech Track,Polish,7.75
603,56,12,Fintech Track,Technical Depth,7.75
604,56,4,Fintech Track,Creativity,9.0
605,56,4,Fintech Track,Practicality,9.0
606,56,4,Fintech Track,Polish,9.0
607,56,4,Fintech Track,Technical Depth,9.0
608,56,3,Fintech Track,Creativity,6.75
609,56,3,Fintech Track,Practicality,6.75
610,56,3,Fintech Track,Polish,6.75
611,56,3,Fintech Track,Technical Depth,6.75
612,32,15,Best Game Hack,Creativity,9.75
613,32,15,Best Game Hack,Practicality,9.75
614,32,15,Best Game Hack,Polish,9.75
615,32,15,Best Game Hack,Technical Depth,9.75
616,32,8,Best Game Hack,Creativity,7.0
617,32,8,Best Game Hack,Practicality,7.0
618,32,8,Best Game Hack,Polish,7.0
619,32,8,Best Game Hack,Technical Depth,7.0
620,35,15,Best Game Hack,Creativity,6.0
621,35,15,Best Game Hack,Practicality,6.0
622,35,15,Best Game Hack,Polish,6.0
